,negative,neutral,positive,helpfulness,burst,count
A1MFVAHTT2BHM0,0.0714285714,0.0714285714,0.8571428571,1.8333333333,0.2727272727,14
A24YQJ2HWIA5L6,0.0909090909,0.0909090909,0.8181818182,0.5,1.2,11
A3BMOPZE7O8BZ2,0,0,1,0,0.25,5
A512H4JNUI2CP,0.2,0,0.8,0.75,0.6666666667,5
AMJ6LJZ5WLNJK,0.2,0.2,0.6,1,4,5
AKJ28E07U3DW5,0,0.2,0.8,0,4,5
A2DXEZHTJTCM0Q,0,0,1,1,2,6
A1A2VP7ZMF24K4,0,0,1,0,1.5,5
A2LWDB7C9EB9FD,0,0.1666666667,0.8333333333,0,1,6
A2WV4BLXYNLMNH,0.1666666667,0.1666666667,0.6666666667,1,0.2,6
A3IMK6K0UENK1F,0,0,1,0,1.5,5
A2ST52HWDOSHZ3,0,0.1666666667,0.8333333333,2.9230769231,1,6
A1P53B1KW2Q3N5,0.1428571429,0.2857142857,0.5714285714,0,2.5,7
A381P1J3KWH5PE,0,0.2,0.8,0,1.5,5
A1CLKVY1WDNEHO,0,0.6,0.4,2.8,0.25,5
A3PCBH0X92V9Q5,0.5,0.1666666667,0.3333333333,1.3333333333,0.5,6
A2YAL6FT7KC492,0,0.2,0.8,1.4302325581,0.6666666667,5
AVDEE5B87U9OQ,0,0.2,0.8,0.6176470588,0.6666666667,5
A3A9JCLAU5331U,0.125,0,0.875,2.943977591,0.1428571429,8
A3KO0DNUYKLJFL,0.2727272727,0,0.7272727273,0,0.1,11
A2FOOWE5E379J2,0,0,1,0,0.25,5
A3O066VGL7ATR1,0,0,1,2,1.5,5
AM7G56B6AU5RA,0.1666666667,0,0.8333333333,0,0.5,6
A29HC3ZASHDZBM,0,0,1,3,0,6
A2D1ZYBF5ZCTBC,0.1111111111,0.3333333333,0.5555555556,2,8,9
A3KGV7YHKTE1GF,0,0.2,0.8,0,4,5
A3UF06ZKQHYBO2,0,0.4444444444,0.5555555556,0,8,9
A3L7UQ7IYA3KQ8,0.1666666667,0,0.8333333333,2.5714285714,0.2,6
A31J83ZUVYC700,0,0,1,1,2,6
A2ZJP66VHVFOAE,0.1666666667,0,0.8333333333,0,1,6
A1L2EGU5PJHYRJ,0.2,0,0.8,0,1.5,5
A3YHN4DKZS7WN,0.3333333333,0.1666666667,0.5,1,1,6
A3RWEXCJB1BUES,0.2,0,0.8,0,0.6666666667,5
A1CHMOMB1OIU7M,0,0.3333333333,0.6666666667,0,0,6
A1SW4S95RKP78B,0,0,1,0,0.2,6
AWN8Q7FYS4G09,0,0.2,0.8,1,0.25,5
A3Q6XM1O6BAFTH,0.6,0.2,0.2,1,0.6666666667,5
A2N92WHSS6VWML,0,0.2,0.8,0,4,5
A3S52KVPOOTF36,0.2,0,0.8,1.6666666667,0.6666666667,5
A16I8SQQIA2B8C,0.2222222222,0.1111111111,0.6666666667,3.1204545455,0,9
A31MLO4SAQ829E,0,0.1666666667,0.8333333333,1,1,6
A1GWUSPAM0RJVB,0.3333333333,0.1666666667,0.5,1.6666666667,0.2,6
A22XIYWNTRZ7N9,0.25,0,0.75,0,1,8
A2DRYHBYLO5S8T,0,0.1428571429,0.8571428571,1,0,7
A1WPPE51RK9K5O,0.2857142857,0,0.7142857143,0,0.75,7
A1DEWUOQW6QYCA,0.2,0.2,0.6,3.75,0,5
AEBTMWCRRK3RW,0,0,1,1,0,5
A1V3T0M4OJ7KQJ,0,0,1,0.9038461538,0.3333333333,12
A3TAS1AG6FMBQW,0.0172413793,0,0.9827586207,17.8095238095,1.0714285714,58
A2OUNM3QL51UZX,0.2,0,0.8,1,0.6666666667,5
AX0A5JO4N4UHJ,0.2857142857,0,0.7142857143,0.5,6,7
A388OX0ZF7OT8R,0,0.1111111111,0.8888888889,1,0.125,9
A1269ORTICV0N3,0.125,0,0.875,1.75,1,8
A24ZWSOUJ0959N,0.2,0,0.8,1,0.25,5
A1ZRSC8R44F634,0,0,1,1,0.6,8
A1QVNJGLESVZPY,0.4,0,0.6,1,0.6666666667,5
AHMXX8DIXLYJO,0.25,0.0833333333,0.6666666667,1,2,12
AVX24KOD1UJTQ,0,0,1,1,4,5
A24WJHE45VYXPS,0.375,0.125,0.5,1.2,1,8
A18Y9FJ0RYY4OW,0,0.1,0.9,0,1.5,10
A2Q7J0P731ASLH,0,0.1666666667,0.8333333333,1,1,6
A2UW5F9C8DF11L,0.2,0.4,0.4,0.6666666667,0.25,5
A1DL03XK8YSB58,0,0,1,1,1.5,5
A16RVKZLE6QJ09,0,0,1,0,4,5
A3CKS0738P0OLQ,0,0,1,1,0.2,6
A26TMVQ3X42A5Z,0.1666666667,0,0.8333333333,0,1,6
AHS5AFARUU9ZH,0.1666666667,0.3333333333,0.5,2.2886904762,0,6
AL3MFYSK9HKCL,0,0,1,0.5,0,5
AAAS37Z87F1UF,0.375,0.25,0.375,1.2272727273,1,8
AKO6YVMV3W2WW,0,0.1666666667,0.8333333333,1.75,1,6
A3GMNO376MPUNS,0,0.1666666667,0.8333333333,2,0.5,6
A1JI36J86PPEQ5,0.5,0,0.5,1,0.2,6
A3D8NH5B95VTXP,0.8,0.2,0,1,0.6666666667,5
A2OZ2A5W90CA6L,0.25,0,0.75,0,0.3333333333,8
A38JXJ2Y1ONEXM,0,0,1,0,0,6
AE7GM06PSPNKX,0.125,0.125,0.75,0,0,8
A37UPO1QSN74SM,0.2,0.2,0.6,0.8571428571,0.25,5
A2FRVNQPIX9H13,0.2,0,0.8,0,4,5
A1DC1RWF4H3O1,0.3333333333,0,0.6666666667,0,2,6
A1PMFANG554YLJ,0,0,1,0,4,5
A3F6R3KVZGE91U,0,0,1,0,8,9
A9GTZU854XN0G,0.4,0,0.6,3.0444444444,0,5
A3CPJ2N8H3MM3N,0.2,0,0.8,0.6666666667,0.25,5
A2RTHL845WUNDX,0,0,1,0,0.6666666667,5
AEHSQDIHIQ56X,0,0,1,1,0.25,5
A38Z11QP8B702T,0.1666666667,0.3333333333,0.5,3,0.5,12
A1XX3X9SVUI6QD,0.4,0.2,0.4,0.9772727273,0,5
A2GAASLCGD8DK6,0.6,0,0.4,0,1.5,5
AX9XA3MMPWUSF,0.2,0.2,0.6,0,0.25,5
A1P9HO59ZHY12V,0,0,1,1,0.25,5
A8RNZWE4GUWHZ,0,0.1666666667,0.8333333333,1.3888888889,0.2,12
A301LVO8SQWX9W,0.4,0,0.6,0,1.5,5
ATDC0L7T08W18,0,0,1,1,0.6,8
A1XFCYT7M3KNI,0,0,1,1,5,6
A1I3FYNDBHR2JH,0.3333333333,0,0.6666666667,0,2,6
AWFQU2XWIM5WT,0.25,0.375,0.375,1,1.6666666667,8
A23K0JBBXWQC6X,0,0,1,1.75,0.75,7
A2CMKRNNI0VIYL,0.125,0.125,0.75,2,0.1428571429,8
A2INO07NBLZ232,0.2,0,0.8,2.8181818182,0,5
A3OASADI652SC7,0.1428571429,0.1428571429,0.7142857143,0,1.3333333333,7
A1ULLK9NZ7NY6S,0.2,0.2,0.6,2,0,5
A13MV5HQW3M97D,0,0.3333333333,0.6666666667,1,1,6
A2ZTEC474I85C6,0,0.2,0.8,0,1.5,5
A3DSM4Z2J0DLJ0,0,0,1,2,1,10
A3POO69LHAMCCZ,0,0,1,1,4,5
AAE5HY403Q0VJ,0,0,1,1,0.5,6
A2VT2D4ZIEEHXI,0.3333333333,0.1666666667,0.5,0.5,5,6
AYQTCN95JY375,0.2727272727,0.1818181818,0.5454545455,5.8914893617,0.2222222222,11
A30IP5D5DLHRPA,0.2,0.2,0.6,2,0,5
A3HSNNHJO0LXGY,0.8,0,0.2,2.1904761905,0.25,5
A3OF3CP08OOWN9,0,0.1666666667,0.8333333333,0.5,1,6
A38FY1AWVJVPQW,0,0,1,0,0.6666666667,5
AC84VPM3281GV,0.25,0.1666666667,0.5833333333,1.5,1.4,12
A227P8TJ3M3MFL,0,0.125,0.875,1,1,8
A2SGR0VN8R8RSK,0.2,0,0.8,1,0.6666666667,5
A39KWFGFU3GFC0,0,0,1,0,2,6
A2OGE7Q0N371GI,0,0.2,0.8,0,0,5
A34GB6ENH496B4,0,0,1,1,1,6
A1018D502E27E6,0,0.2,0.8,1,0.25,5
AR94IA2SUHRYL,0.1428571429,0.4285714286,0.4285714286,0,0.75,7
A2I423IVGTR2YK,0.2,0.1,0.7,2,2.3333333333,10
A3O92VFSXB8S5Y,0,0.3333333333,0.6666666667,1,0,6
A2XUQ3PKZN09G8,0.25,0,0.75,0.8,1,8
A3S3O8HGFD9GG4,0,0,1,1,1,6
A346R0OFURH161,0.3333333333,0,0.6666666667,0,8,9
A1DDUZPQTCV04O,0.3,0,0.7,2.7307692308,2.3333333333,10
A1HH9ZXG0Q00A7,0.4285714286,0.1428571429,0.4285714286,0,6,7
A133BU9I3STKQ,0,0,1,1,1.5,5
A27BJ2Z80MLTYU,0,0,1,1,0,6
A353A2S6TG4OHG,0.2,0,0.8,1,1.5,5
A1FIZT8SAYQG5B,0.125,0.125,0.75,2,1,8
A2WZINMM1UMIYI,0,0.2,0.8,0,0,5
A8C2IDTJZE9VX,0,0.1666666667,0.8333333333,2.2142857143,1,6
AMQ2RIHJ9WCXW,0,0,1,0,0.6666666667,5
A2Q5085DQQUW0,0,0.2,0.8,0.5,0.6666666667,5
ASFHV73U648T2,0,0.2857142857,0.7142857143,0,2.5,7
A21M3ZTSQJ3UWL,0.3333333333,0.1666666667,0.5,1,0.2,6
A28DD1TPCZX28Y,0.1428571429,0,0.8571428571,1,0.75,7
A3TGB6JREJ2I1W,0.1666666667,0.25,0.5833333333,2,1.4,12
A2VVS09YVM8CQG,0.2,0,0.8,0.8928571429,0,5
A38IEZF0P3ZUQJ,0,0,1,3,0,5
A3R1XL5WIOLBP0,0,0.1428571429,0.8571428571,1,0.1666666667,7
A3OI6HYOXO2OT1,0,0.25,0.75,0,7,8
A1LFAMJJM87RSG,0.1666666667,0,0.8333333333,1,1,6
A24FJR1DAIHMJ2,0,0.3333333333,0.6666666667,0.5,0.2857142857,9
A1T6ELSXEWNQ6P,0,0,1,0,1.5,5
A3H7IN7FW22Q7Z,0.1578947368,0.1052631579,0.7368421053,2.5,0.5833333333,19
A2A3LWRNV07HFD,0.2,0.2,0.6,1,1.5,5
A1EBKTJDPPUYH9,0,0,1,0.7142857143,4,5
A3H8VDDJRHXS0C,0,0.2,0.8,0,1.5,5
A2N0G5OHTVUJ5D,0.2,0,0.8,1,0.25,5
A3M7ROZKQW6F69,0.2857142857,0.5714285714,0.1428571429,1.875,1.3333333333,7
A2FYAEQ92W7O7P,0,0,1,1,0.25,5
A34JEB00IZLHA5,0.25,0,0.75,1,0,8
A2FNA5903D9E6Y,0,0.3333333333,0.6666666667,2.9545454546,0,6
AAASGF96NSGUR,0,0,1,1,1.3333333333,7
A2TJEZCL7BH9SD,0,0,1,0,0.6666666667,5
A3CHFU80MSI4X0,0.125,0.125,0.75,0,0.3333333333,8
A2EK78B8JYIND3,0,0.4,0.6,0,0.6666666667,5
A2TJPK7UPY9OEJ,0.2,0,0.8,0,1.5,5
A8HIICQLQK3KB,0,0.1666666667,0.8333333333,1.35,2,6
AT99SIDKSIFI7,0,0,1,1,1.5,5
A2OLJFHNSUK8K5,0,0,1,1,0.2,6
A2K5TD8M88MSXZ,0,0.6,0.4,0,4,5
A310OM4JQRPKQ2,0,0,1,0,2,6
A32O7KGK4RANLM,0.4,0.2,0.4,0,0.6666666667,5
A4LXKTKFKRUZS,0,0.5,0.5,0,0.6,8
AZB0UB7R99HCN,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,6
A26Z2NG37UQZT2,0,0.6,0.4,1,0.6666666667,5
A10ULXOBNDF8GX,0.2,0,0.8,0,0.6666666667,5
A3MN9F0T36SI45,0,0.1666666667,0.8333333333,1.8,0.5,6
AEYNJAOO0AJ50,0,0,1,2,1.8571428571,20
A2CXYO51NUGB1U,0.4,0,0.6,2,0.25,5
A2M5JASXZT6CBM,0.2,0,0.8,1,0.6666666667,5
A2DEW8ZOT80XFD,0.1428571429,0,0.8571428571,1,2.5,7
A3B1OBPXDD35ZG,0,0.3333333333,0.6666666667,0,5,6
A1UOBOXCU4ZHS7,0.3333333333,0.1666666667,0.5,1,1,6
A2EJIPSUG5J6NH,0,0,1,3.5980392157,0.5,6
A3Q42I73FLVFXS,0,0.3333333333,0.6666666667,1,1,6
A1CWWAZUQZPOYJ,0.3,0.1,0.6,3,0.4285714286,10
A3L0BQ3IYIAUB1,0,0,1,3,0.875,15
A17C8P11ASUOTK,0,0.2,0.8,1.6666666667,0,5
A2Y9SBTITDUCRV,0,0,1,0,0.25,5
A3PG1IIVIHJGSC,0,0.4,0.6,1,0.6666666667,5
A3AMATMDZZZ9J5,0,0.2,0.8,1,1.5,5
A37PZJH2F13IOR,0.3,0.2,0.5,3.6555555556,0,10
A1F6XC3UU6MMZ5,0.1666666667,0,0.8333333333,1.8823529412,0,12
A2XCGJZ4JIHSMG,0.1818181818,0,0.8181818182,1,0.2222222222,11
AAPMTO53O52VR,0,0,1,2,1.5,5
A3JC1Y28K4Y1VU,0.4,0,0.6,0,0.6666666667,5
A3LUEB50PWWMQN,0,0,1,1,0.6666666667,5
A2WI3MUHL9CYPS,0,0,1,1,0,5
A3NHWFEGYDO0L6,0,0.2,0.8,1,0.25,5
AH3X8223EONOK,0,0.1666666667,0.8333333333,5,0.2,6
A27OFTU5FAMLXV,0,0,1,0,2,6
AMP6MQ78O5OUM,0.125,0.125,0.75,2,0.1428571429,8
AF4UWVIN1V2QO,0,0,1,0,0.6666666667,5
A3QNHDUBMA6WQM,0,0,1,1.25,1,6
A3A79B8FRJ64UV,0,0,1,0,0.375,11
A1C63RIZ2BUBHE,0,0.125,0.875,0,1,8
A3283UNPW0JURG,0,0.25,0.75,1,3,8
A2SY9WJ6AY7RBB,0,0,1,1.5,0.2,6
A26KLLJAEC6XY,0.4,0,0.6,1.5,0.25,5
AGQO7E47ZNY41,0,0.1666666667,0.8333333333,2.7727272727,0,6
AH8VVLEI5ZATT,0,0,1,3.6320209974,0.4,7
AAREGDM3FULZW,0.1666666667,0,0.8333333333,0,0.5,6
A2GHU34G9HBPZM,0,0.125,0.875,0,1.6666666667,8
A3E7P13BE3BDQ0,0.1428571429,0.2857142857,0.5714285714,3,1.3333333333,7
A1R8L0J3V9CEID,0.2,0.2,0.6,0.6666666667,1.5,5
A104G4NLBF3HY3,0,0.2,0.8,1,4,5
AR5ZEXIPWBDM7,0.2,0,0.8,0.8571428571,1.5,5
A3DNU65KOZCEGR,0,0,1,2.6666666667,0.6666666667,5
A4WOKTVA4HST9,0.2,0.2,0.6,1,1.5,5
A197YKGGCJ8I4N,0,0.2,0.8,3,0.6666666667,5
AE0IEH42DGHLJ,0,0.2,0.8,3,4,5
A1NUFMGVMNU2J6,0,0.125,0.875,0,0.3333333333,8
AWNJAY0M5UI70,0,0.1428571429,0.8571428571,0,3.6666666667,14
A2C9H5QRLXXICT,0.2222222222,0,0.7777777778,1,2,9
A2ROMLP8COJ6JA,0,0,1,1,0.8,9
A3OCLMSPAQ59XP,0,0,1,0,1.5,5
A2EMKC5VI5MZXB,0,0.1428571429,0.8571428571,0,0.75,7
A31PD15ICIB969,0,0,1,0,0.6666666667,5
A3CNGFSGC3Y0TA,0,0,1,0,0.375,11
A3VRM8YTR7GYYY,0,0,1,0,0.6666666667,5
A1FQVGSLWQVD6U,0.2,0,0.8,1,0,5
A1R9G1NKHP14LF,0.1428571429,0,0.8571428571,0,1.3333333333,7
AA1QFHIGW4OY3,0.2,0,0.8,0,2.3333333333,10
A29XTWF6GUGCOL,0,0,1,1,0.6666666667,10
A1ALDOKFW4ZO0H,0,0,1,0.5,0,6
A2TSSD160697Y3,0.4,0,0.6,0,4,5
A2GXUUFIPRIBX9,0.8,0,0.2,1,0,5
A2BZ64USAAJ14V,0,0,1,1,0.6666666667,5
A71HCKKU36LGB,0.2,0.4,0.4,1,1.5,5
A3FPLRSRUP6DIQ,0,0,1,0,0.6,8
A2I2QPIUZ9DJC6,0.1666666667,0.1666666667,0.6666666667,1,0.5,6
A3IZT1VDN5TJAX,0,0,1,0,1.5,5
AL5CUWBFBMWYQ,0,0.4,0.6,2.353021978,0.1111111111,10
A1NASHF2NH7WV9,0.3333333333,0.3333333333,0.3333333333,1.25,0.5,6
A1AZHKAND2LHXY,0,0.2,0.8,0,4,5
A3FHFE4JQ9PIMO,0,0.1666666667,0.8333333333,0,0,6
A2NQVPLLJ05E98,0.2,0,0.8,3.5,0.6666666667,5
A2E80H7Q1F7QQU,0.375,0.125,0.5,1,3,8
A21LID75OQ5YFM,0,0.2,0.8,1,0.6666666667,5
AUSE62ROJBKXO,0,0.2,0.8,0,0.25,5
A2NX5ES3PQOS2C,0,0.3333333333,0.6666666667,1.5,0.2,6
A1R4FYSPJ7N8LF,0.1666666667,0,0.8333333333,0,5,6
A2F7D94532F7BY,0,0,1,0,1.3333333333,7
A2AXDYSWFPB79C,0.4,0,0.6,0.5,0.6666666667,5
A2V2CY4LTM8QGG,0.1428571429,0,0.8571428571,0,2.5,7
A1DT77ELN0A716,0,0.3333333333,0.6666666667,0,0.2,6
AFG15F8Y13KEG,0.25,0.125,0.625,1.5,1,8
A2XX2A4OJCDNLZ,0.0285714286,0.0571428571,0.9142857143,18.147229115,0.3461538462,35
A1QKH34431U1X6,0.2,0,0.8,0,0.6666666667,5
A3Q6ZPW60CVF2L,0.5,0.5,0,2.3125,0.2,6
A37JIHG3VV3SDC,0.2,0.1,0.7,0.1025641026,1.5,10
A2XCESUWB79AUI,0.2222222222,0,0.7777777778,0.9285714286,1.25,9
A3H5L0UHVTW3CS,0.5,0.1666666667,0.3333333333,3.7935064935,0,6
AFNG8O2DXRCUV,0,0,1,5,0,7
A9ENQF6FW92U5,0.125,0.125,0.75,0,1.6666666667,8
A24QAEZCNUTJ3N,0.3333333333,0,0.6666666667,1,0.5,6
A2V4MGPIBW4M8V,0,0,1,0,0,5
AD8EAN16XJVP6,0,0,1,0,0.6666666667,5
A15VIS4LA0VGA3,0.2,0.2,0.6,0.7142857143,0.6666666667,5
A2YQF017D4AO0S,0,0,1,0,5,6
AL9WDETQT7YZJ,0.1666666667,0.5,0.3333333333,1,1,6
A1ZFDQ8HT9OKT3,0.1666666667,0.1666666667,0.6666666667,2.9703703704,0,6
A2W92IGOJN01QT,0,0.2,0.8,0.6666666667,1.5,5
A33RBP2FX82WIR,0.1428571429,0,0.8571428571,1,1.3333333333,7
A28I7FEQ0AYTFR,0,0,1,0,1.5,5
A2GOF3VFCZSTKS,0.2,0.4,0.4,0,0.6666666667,5
A188OVHH9F3L0I,0.8,0,0.2,1.6875,0,5
A33EEMKU00QPTR,0,0.1,0.9,2,2.3333333333,10
A1VZZHH62C4NM,0,0.2,0.8,0.5,4,5
A3LMTZ7762OCGL,0.3333333333,0.1666666667,0.5,1.4397590361,0.2,6
A284OYO8DTZCK6,0.6,0.2,0.2,0,0.25,5
A3JDL0QTF3S4HQ,0.1666666667,0.1666666667,0.6666666667,0.75,2,6
A36ANLHFENSYKC,0,0,1,0,0.25,5
A24QKTVYMHYZQR,0,0,1,1.5714285714,0.25,5
A2OTQMC69J8MUI,0.125,0,0.875,1,0.1428571429,8
A2OQSU55QMPJBB,0,0,1,1,0.6666666667,5
A29D13TWZAL2IX,0,0.125,0.875,0,7,8
A3QAGIDZB2ATVX,0.2,0.4,0.4,0.5,0.25,5
A35HQPENSFI59M,0.3333333333,0,0.6666666667,1,0,6
A2AUGLAVFSPVSP,0,0,1,0.8387096774,2,6
A2E9SRCRO6XLJI,0,0,1,3,0,9
A13DSZG5JGT91G,0.1428571429,0.4285714286,0.4285714286,1,6,7
AILB357VLDSHM,0.4285714286,0.1428571429,0.4285714286,0,6,7
A6MKVHZT6V9XX,0.1666666667,0.25,0.5833333333,1.75,0.5,12
A1B58KH3REUIMK,0.1666666667,0.1666666667,0.6666666667,0.5,0,6
A2XF4NCKM9I887,0.2,0.4,0.4,2.25,0.25,5
A1X44RJZQDRNGP,0,0,1,0.9333333333,0.25,5
A3RQNQD090NUN1,0.2222222222,0.4444444444,0.3333333333,2,3.5,9
A108Q7Q36NS5M4,0,0.1666666667,0.8333333333,0,1,6
A1I2PVMCVBPBQ6,0.2,0,0.8,0.5,0.25,5
A92B78KCRGC8W,0.125,0,0.875,4.5,0.3333333333,8
A3S3VSXEFXBMRC,0.1428571429,0.0714285714,0.7857142857,2,1.3333333333,14
A2WYEZIA00RFCP,0.4285714286,0.2857142857,0.2857142857,3.3333333333,0.1666666667,7
ALMJB6XPMDY0D,0.2,0,0.8,2,0.25,5
A256T5PCQ0UZIM,0,0.5714285714,0.4285714286,4,0,7
A1S93CPP305MUW,0.2,0,0.8,2,0.25,5
A2M0IIT7LY24SO,0,0.2,0.8,0,1.5,5
A1L1DAPDLRKDKI,0.2857142857,0.1428571429,0.5714285714,2.6666666667,0.75,7
A3CHSLP469NR7O,0,0.1428571429,0.8571428571,1.5,0.75,7
AZZ2CB9TEAJUY,0,0,1,2.0833333333,0.5,6
A3RD9HA1FTA8EJ,0,0.4285714286,0.5714285714,0,2.5,7
A3LICKU703CPVU,0.1428571429,0.1428571429,0.7142857143,1,2.5,7
A1PGLLOERIF5DJ,0,0.4,0.6,0.9230769231,0.25,5
A3E6YO2D3SEE3V,0,0,1,1,0.6666666667,5
A2XCKK3WVPAIF8,0,0.3333333333,0.6666666667,1,2,6
A9J9WMU0113GG,0,0,1,0,0.6666666667,5
A3Q8K1KCFNYSJO,0,0.4,0.6,0,0.25,5
A309CY4X0WL3ZN,0,0,1,1.603030303,1,8
ANJRR23RP0CR7,0,0,1,1,2,6
A2FQ08CLTFE4WW,0.1111111111,0.2222222222,0.6666666667,2.75,0.2857142857,9
A2RLHL0Z40MGOQ,0,0.1428571429,0.8571428571,0,2.5,7
A3OUGCUZGUG1FF,0.2,0.2,0.6,1,0,5
A2T4QKXJ4HOHK6,0,0,1,1,0.6666666667,5
A3LCQQHNNYVSLG,0,0,1,0,4,5
A6MKAZKUCUWYH,0.2,0,0.8,0,1.5,5
A1Q1ILL1O8S6LM,0,0,1,1,0.2,6
AZ5C7H9MVKAJM,0.3333333333,0,0.6666666667,0.75,1,6
AQF3D0KX5SFCM,0.1818181818,0.0909090909,0.7272727273,2.1,0.2222222222,11
A1R0AP080EKX67,0,0,1,1,0.6,8
A17Z5WY1VRDC7X,0.2,0.2,0.6,2,4,5
A3RUJU4683T7S0,0,0.6,0.4,0,0.6666666667,5
AOH7ZOKZSAFSO,0.4,0,0.6,0,1.5,5
A1BSO4BDPPFYXU,0,0.1666666667,0.8333333333,0,2,6
A9ADE8O63FJWB,0.3333333333,0,0.6666666667,1.7091836735,0.5,6
A2UQYSD15N7NZY,0,0.3333333333,0.6666666667,1,2,6
AFMVHZW6CV0LP,0.4,0,0.6,0.8,0.25,5
A2HY1IGOK2MX5G,0.1111111111,0,0.8888888889,3.9393939394,0.125,9
AYBQS1LL5ZRJU,0.1428571429,0.2857142857,0.5714285714,1,1.3333333333,7
A2S7VETRNF7QNP,0.1428571429,0,0.8571428571,0,1.3333333333,7
A2EGTX6WTN64O3,0,0,1,0,1.5,5
A1L2IDAI6FENWH,0.4,0,0.6,0,4,5
A3EQ7BW3YRDQZR,0,0.4,0.6,1.5,0.6666666667,5
A3L53MXMJ1OOWV,0,0,1,0,1.5,5
A23658VDLAHOY3,0,0,1,1,0.25,5
A1R9PZQPSQ3K,0,0,1,0.5,4,5
A163Z1A4D5Q3JE,0,0,1,0.5,1,6
A1DDQM693QDD8A,0.2727272727,0.0909090909,0.6363636364,5.7173076923,0.375,11
A1UE2O203AAMEJ,0.4,0.4,0.2,1,0,5
A3VK3QEBRM62EP,0,0.4,0.6,0,1.5,5
A2MJZ69RK0XKOM,0,0,1,0,4,5
AFUDKIB078T3M,0,0,1,1,2,6
A5F4U9E9Z25FY,0,0.1111111111,0.8888888889,1,0,9
A11KBTBHHNOPFQ,0.2,0.2,0.6,0,1.5,5
A76Q7S97D2KII,0.2,0.4,0.4,0.5,4,5
A3BV3ZS3LHP4QQ,0,0,1,0,0.6666666667,5
A3P7EQYNQ4H4NM,0,0,1,2,0.2,6
AP9PWO71MG181,0.2,0,0.8,0.4615384615,0.6666666667,5
A2AOXNCL2WOZ7N,0.25,0.25,0.5,0,0.6,8
A997RWF2I8OIH,0,0,1,2,0,7
A3RY4KV1DIS5QX,0,0,1,2.5,0,5
A1LBN437BLAR1J,0.2,0,0.8,0,0.25,5
A2OTSI6BXB4CT3,0.5,0,0.5,3.6666666667,0.3333333333,8
A3AY70Z0LBHL0B,0,0.1666666667,0.8333333333,0,0.2,6
A1N3MZ8HR8W6I2,0.2857142857,0,0.7142857143,2,2.5,7
AV8QCPGZW0SDQ,0.8,0,0.2,0,0,5
A3FFV4BNSH9UCV,0.2,0.6,0.2,0.9375,0.6666666667,5
A2FIFENCW2ULY4,0,0.2,0.8,0,0.6666666667,5
A3I6BVKDSBJASZ,0,0,1,2.5,0,6
A38W1K6UBU4GAC,0,0,1,1,0.25,5
A3POZ78L099LJ8,0,0.2,0.8,1,1.5,5
AOE34MY591JU6,0.2,0,0.8,0.5,4,5
A1PUB5PFYTJZ34,0,0,1,0,3.5,9
A3E7ISA6LURDUK,0,0,1,0,2,6
A22PIFQSSLATYS,0,0,1,0,1.5,5
A2DOSER5B087MF,0,0.3333333333,0.6666666667,3.8571428571,5,6
A3P3YHRVI9GD74,0.2,0,0.8,0,0.25,5
A3HPITLETWUYRG,0.2,0,0.8,0,0.6666666667,5
A30JAM6PSJVTWE,0.1428571429,0.2857142857,0.5714285714,3,0.75,7
A2YX73GXFZY238,0,0,1,0,1,6
A5RMZB1IZP1VU,0,0.4,0.6,0,4,5
A2WXL2NC39ROBS,0.125,0,0.875,0,1,8
A8A4JT777RLA1,0,0.2857142857,0.7142857143,2,1.3333333333,7
A3OBEVHCREEVZ4,0,0.3333333333,0.6666666667,0,1,6
A8B29NA6R2E6Z,0,0.125,0.875,2,0.6,8
A1C760KGFSRI6F,0.6,0,0.4,1,0,5
A2FAVHDDYZ5AK5,0,0.1666666667,0.8333333333,0,5,6
AA8VEQH1FNF7Q,0,0,1,0,0.1428571429,8
A1T88KMMC127WA,0.2857142857,0.1428571429,0.5714285714,0.6666666667,0.1666666667,7
A1EB6KW78JBZOT,0,0,1,1.75,0.4,7
A19P8JMFGTJ9OR,0.3333333333,0,0.6666666667,1,1,6
AXJGIKWPJ6JO2,0.2857142857,0.1428571429,0.5714285714,0,6,7
AGGDI4VWPPZ6J,0,0.2,0.8,3,0.6666666667,5
A3JGWPU67E3IVY,0.2,0,0.8,2.5,0.6666666667,5
A3VBZDYGHF4NK8,0,0.1,0.9,4.4,0,10
A1Z95UZRINU18C,0,0.125,0.875,3.3,0.6,8
A3RA0IYGOM1FMH,0.6,0.2,0.2,0,1.5,5
A19W5HKY4ZGO32,0.3333333333,0.1666666667,0.5,1,2,6
ATLCEY1YIP1DG,0.1666666667,0.0833333333,0.75,3.25,0.7142857143,12
A1162YPK0AI4CN,0,0,1,0.5,0.3333333333,8
A2M67NF929W1HE,0.125,0.125,0.75,2.3054187192,1,8
A3CG2LLC4VHFDJ,0,0,1,4.8791245791,1.1111111111,19
ANX30C9HEISO4,0,0.3333333333,0.6666666667,0,2,9
AVRD4NZFOC2G1,0.1111111111,0.1111111111,0.7777777778,0,0.5,9
AS23VMIE5G5M8,0.4,0.4,0.2,2.0666666667,1.5,5
A2W97DXAS8NUE3,0.125,0.125,0.75,0.8,0.6,8
AE88D7OM7YU99,0.2222222222,0,0.7777777778,2.7857142857,0.2857142857,9
A3F2EI4KXKOE1Q,0,0,1,1.9411764706,0,5
AY8LGCP6HPLI,0,0,1,1,4,5
