,negative,neutral,positive,helpfulness,burst,count
AXXYMIJBD0J9G,0,0.4285714286,0.5714285714,2.6666666667,2.5,7
A1M957IA3QNX7X,0.4,0,0.6,0,0.25,5
A2GA2GM4LWESIC,0,0,1,1,4,5
A1D086N00QVF8Z,0,0,1,1,1,6
A1CSB9FS3SLHJO,0,0.1666666667,0.8333333333,1,0.2,6
A13NZBZQ7ZZG5O,0,0,1,1,1.5,5
AXJ19189TLBLJ,0,0,1,0,1.5,5
A5SRLPK9A3LG,0.2,0.2,0.6,2,0,5
A1S7QABO64Z554,0.2,0,0.8,5.1666666667,0.4285714286,10
A2X2GEABQXRX7P,0.6,0.2,0.2,2.1238095238,0,5
A2C2TKHICAZ4RS,0,0.2,0.8,3.8408029879,1.5,5
AXP9CF1UTFRSU,0,0,1,1,0.3333333333,8
A2WZWY5MQTXO0R,0,0.1428571429,0.8571428571,0,0.4,7
A3RHT4KI3H5TVH,0.0909090909,0,0.9090909091,0,1.2,11
A29B4PAIOL7HYG,0,0.2,0.8,2,0,5
AETQIN7OH0RL9,0.1666666667,0,0.8333333333,1,1,6
AVF06892OWGJU,0,0.1428571429,0.8571428571,3.6071428571,0.1666666667,7
A2895CKKVDHVDM,0,0,1,0,1.5,5
A3GEMQFMP0PH48,0,0,1,0,0.6666666667,5
AOEZK60W1DUQZ,0,0,1,2,0.6666666667,5
A120FZ2ESIMA63,0,0,1,0,5,6
A1Y8BQ5R1SGGVD,0,0,1,1,5,6
A3GLD5QF1HMGO0,0,0.2,0.8,3,0.6666666667,5
A35D9ODUCAMF5G,0,0,1,2,0.3333333333,8
A1GUHIMGFE362L,0,0,1,0,0.25,5
A3C9F3SZWLWDZF,0,0,1,1,4,5
A1K8E597YAFQQG,0,0,1,0.5,0.4,7
A34WEXT7SIRFE4,0.2,0,0.8,1.6428571429,0.6666666667,5
A3GJ25QG91UI9Y,0,0,1,3,6,7
AB8JKS38BK9P,0,0,1,0,1.5,5
A3VG7F7SZUK87S,0,0.2,0.8,0,1.5,5
A1BH17V8BKLES,0,0,1,2,0.7142857143,12
A23HJIRA5PIMG0,0.3333333333,0,0.6666666667,1.5,0.2857142857,9
A24FQKYEPUQBRG,0,0,1,1,1,6
A2VXKVJV7KIGMD,0,0,1,1,0.6,8
A2Z7S8B5U4PAKJ,0.2,0.1,0.7,3,0.1111111111,10
AX11NOUMV8G95,0,0,1,2,2.5,7
A3394J1F9CN9W5,0,0,1,4.5416666667,0.2,6
A1ZYV05OSO4QZK,0,0.4,0.6,0.6666666667,0.6666666667,5
A1C92SAQFUBJSZ,0,0,1,5,1.3333333333,7
A3200TEQBFSDRX,0,0,1,0,1.5,5
A2VAD79S4A06DD,0,0,1,5.8333333333,0,8
A11E4FWMN9BXJD,0.2,0,0.8,4.0416666667,4,5
A1DUPFUG526MVF,0,0,1,0,0.4,7
A2206923NH9ZDI,0,0.1428571429,0.8571428571,0.5,0.4,7
AI9PZHPNTKPI,0,0,1,2,1.5,5
ANQRGI79HHJPQ,0,0,1,0,0.5,6
A52REIMRM97HV,0,0,1,2.6666666667,0.6666666667,5
A7IZNVL7JXLM,0,0.1428571429,0.8571428571,4.2619047619,0.1666666667,7
A151EUL2C4GJNE,0,0,1,1.9375,0.6666666667,5
A3L0BF1DJ22V9R,0,0.2,0.8,0,1.5,5
A25T143MKB0K82,0,0.2,0.8,1,0.25,5
A3MW5BXUOCCQV0,0,0,1,1,0.4,7
A3F1GM7ZAZD1SW,0.1666666667,0.5,0.3333333333,3.2807017544,0.2,6
A33PUQETQAM8XT,0.2,0,0.8,1,0.25,5
A3237FOR4LVBZO,0,0,1,5.8196864112,0,8
A1JJ61UV88EAP5,0,0.3333333333,0.6666666667,1,2,9
A256QA9N8ZK520,0,0.4,0.6,1,0.6666666667,5
A2PD27UKAD3Q00,0.125,0,0.875,4.8840909091,0,8
A91PW87FR65XH,0.2,0,0.8,2.375,0.25,5
ATJQOAUHB5XB8,0,0,1,3.5,7.5,17
A1ROUMJOGO4QMB,0.1428571429,0.4285714286,0.4285714286,2,0,7
A27UAE2PME5TRV,0,0,1,2.9,0,6
A18DTTRCYR8TD7,0.2,0,0.8,0,0.6666666667,5
A2BGK8HGC28AJI,0.5,0,0.5,1,0.5,6
AU2TEZYYXKLL,0,0.2857142857,0.7142857143,0,0.1666666667,7
A202CZ4PJH83G4,0.0769230769,0,0.9230769231,12.8055555556,0.1818181818,13
A1TLMSOE1VRDZI,0,0,1,3,1,8
A1C92KYEEU1T0G,0,0.2,0.8,1,4,5
AXX6BZDD8K4JL,0,0.2,0.8,4.8571428571,0.6666666667,5
A3MJARDJ31M698,0.2,0,0.8,0,0.25,5
A10044ECXDUVKS,0.3333333333,0,0.6666666667,1,1,6
A2ZBSEZ211C4QW,0,0,1,2,1.5,5
A10KH8EN77ZKWH,0,0,1,2.875,4,5
AUH2DKYUU7KC9,0,0,1,3,0,5
AR64CEBJWBICU,0.2,0,0.8,3.0333333333,0.25,5
A46D3MTB5LIUY,0,0,1,1,0.3333333333,12
A2IROAVGAK1G0S,0.2,0.4,0.4,0.5,0.6666666667,5
A16MRPHIU3JUXF,0,0,1,2,0.5,6
AHUIPZZH2UKJG,0,0,1,3.5,2.5,7
A3UJUX6RZ9WVCB,0,0,1,3,1,8
A2P2ST28QAZMJI,0.125,0,0.875,4.6666666667,0.1428571429,8
A1AFN4T80DZ3RR,0,0,1,1,0.6666666667,5
A2XF1IANVPK7F,0,0.2,0.8,1,0.6666666667,5
A2IZ3ST24HSO4H,0,0,1,0,0,5
ABEQJOG7TS8GT,0,0,1,3,0.5,6
A3DWQW2L39RB1S,0.2,0.2,0.6,3,4,5
A1P11QY9RR3IA7,0.1666666667,0.1666666667,0.6666666667,2,5,6
AAON97IT5IHP2,0.1111111111,0.1111111111,0.7777777778,2.5,1.25,9
AGH6UUAIAZLMB,0,0.2,0.8,2.1,0.6666666667,5
A1YAAMQT5G88XE,0,0.1666666667,0.8333333333,3,0.2,6
A1VW19Y79DC0GF,0,0.2,0.8,4.6875,0.25,5
A356RFKNIG043B,0,0.125,0.875,4.6666666667,0,8
A1JNV4K56GG94R,0,0,1,1,0.75,7
A31BL556QXBJBZ,0,0,1,0,1,6
A10B2J2IRQXBWA,0,0,1,0,0.6666666667,5
AXG9N4QFS4QYP,0,0.1666666667,0.8333333333,1,5,6
ASGRCZLCNBELE,0,0,1,0,5,6
AQDHNCD25PFE6,0,0,1,2,2,6
A3TN5X62JAXGFB,0,0.2,0.8,2.96,1.5,5
A2NYK9KWFMJV4Y,0,0.0294117647,0.9705882353,21.7461538462,0.5454545455,34
A3KF2K1ZMAZSX4,0,0.1428571429,0.8571428571,3.8897435897,0.1666666667,7
AO7WPPUO75BBK,0,0.1666666667,0.8333333333,1,1,6
A2AM4SM8ZA1D9W,0,0.4,0.6,1,1.5,5
A2BRXREMT5WZJ0,0.1666666667,0,0.8333333333,2.3,0.5,6
AW6A4PPENVZY3,0,0.2,0.8,2,0.6666666667,5
A3IELJ39K3QL7,0,0.4285714286,0.5714285714,0.1666666667,0.4,7
A3G9836LYVXE7A,0,0.1666666667,0.8333333333,0,0.5,6
A20TFY5J3WNJU2,0.1333333333,0,0.8666666667,0,2.75,15
A2S3DQ0BL6KSM1,0,0.2,0.8,0.5,0.6666666667,5
A1VEGHXI0Q61XA,0,0.1666666667,0.8333333333,0,2,6
AEHDGUE3L90ZS,0.125,0,0.875,2,0.3333333333,8
A1O3P80RRDUV5P,0.2,0,0.8,2,0.25,5
AGW1JFTQNX7SZ,0.125,0.125,0.75,3,0.3333333333,8
A1P9JI4TR933JX,0,0,1,0,0.6666666667,5
A34VZEFXQJJ7AT,0,0,1,1,0.5,6
A1F4KCBVDP8S25,0.2,0,0.8,2.7666666667,0,5
AVP5CCREISHVX,0.3333333333,0.1666666667,0.5,0.75,2,6
A2G2DXPFZKG48W,0,0,1,2.2456140351,0.1666666667,7
A3G5BIFX6VS1OP,0,0,1,0,1,8
ALVPGO19QI1SC,0,0.1428571429,0.8571428571,1,2.5,7
A29XLZLRNBWBZ8,0.2,0,0.8,1,0.6666666667,5
AJ0PG46QD33RD,0,0,1,3,4,5
A3FQ9WYUHG9CD,0,0,1,6,0.1428571429,8
A3177U36QW4EJB,0,0,1,1,4,5
A27H0T39U3FZB5,0,0,1,1,0,5
A2O2UE0UTPOB0Q,0,0,1,0,4,5
A38UFP5UJLYLMC,0,0,1,1,1,6
A2DKLC2FJTY9OI,0.2857142857,0.1428571429,0.5714285714,4.5,0.75,7
A17VW66OGW0ZKA,0,0.6,0.4,2,1.5,5
AJGIN15VFGXBG,0.1666666667,0,0.8333333333,2.1,0,6
A3ARMRKIJUQ6LS,0,0.1666666667,0.8333333333,3,2,6
ADRAB7F3AI7OL,0,0,1,0,0.6,8
A3TJMZ2YFNECYN,0,0,1,2.6666666667,0.75,7
A1SJ32WZWVEI61,0,0,1,1,1.5,5
A1VG6TG6LKBPKP,0,0,1,0,4,5
A1CL807EOUPVP1,0,0.1052631579,0.8947368421,3.6666666667,3.75,19
AOZBVGFIUY44X,0,0.1,0.9,3,1,10
A1NN5S1D0ZTK6W,0,0,1,0,0.6666666667,5
A2U1Z3TZ4P76JB,0,0,1,1,5,6
A2CKMJU4WD3XDE,0,0.2,0.8,4.281285253,0,5
AKT2VSLZHDD81,0,0,1,3,1.25,9
A2IPU94WKACV06,0,0.125,0.875,0,3,8
A18X90KMZ6KZ3H,0,0,1,1,0.75,7
A2YSBRBYSI0524,0.1111111111,0,0.8888888889,1,3.5,9
A1DVUFG2QSJ6IK,0,0,1,4,0.8461538462,24
A1YIGDWVHNNTMU,0,0,1,0,0.4,7
A1CD7IUM2JRPY1,0,0,1,3.7564102564,0.5,6
AW91VDERXXKGT,0,0,1,6.0134909504,0.1666666667,7
ADH957M2NJJ8Z,0,0,1,0,4,5
A13A81NN0NRD1S,0,0.1818181818,0.8181818182,6.2564102564,0.375,11
A1XL4YLORJ5IBS,0.1428571429,0,0.8571428571,1,1.3333333333,7
AU3GYRAKBUAEU,0.2,0.2,0.6,2.5997596154,0,5
A1K5IL77GZEVKQ,0.2,0,0.8,1,1.5,5
A3VIIH9ZNJ823H,0.25,0.25,0.5,3.65,0.1428571429,8
A2OPSPL8LSSJPC,0.125,0,0.875,2.8333333333,0,8
A3EXWV8FNSSFL6,0,0.0666666667,0.9333333333,9.1166666667,0.1538461538,15
A2JMJVNTBL7K7E,0.2,0.2,0.6,2.0222222222,0,5
AK7X7IXX7WYNJ,0,0,1,2,2.5,7
AFBETARDFURG,0,0.0909090909,0.9090909091,3,1.75,11
A17A1KTVI3DG6U,0,0,1,3.7124482555,0.25,5
ADETB8KEATML7,0,0.2,0.8,2,0.25,5
A29PEU8AQGFQ9X,0,0,1,1,2,6
A1AUDW7X02EEPJ,0,0.1428571429,0.8571428571,0,1.3333333333,7
A2GC5JELY3N07V,0,0,1,0,4,5
A2ZGEV4CTSCTIZ,0,0.1111111111,0.8888888889,5,0.8,9
A178O10M2U0XDC,0,0.3333333333,0.6666666667,2.875,0,6
AI3UHRU7ZBXFL,0,0,1,1,1.5,5
ARAK8OPNIFLHR,0,0,1,0,0.6666666667,5
A3EU3ET85O8ZFX,0,0,1,1.2777777778,2,6
A1QN075G0OKBWJ,0,0.125,0.875,4.4411764706,0.6,8
A1KMDDMQEXV0HJ,0,0.3333333333,0.6666666667,2.1666666667,0.5,6
A1NNBJRXPIDA12,0,0.2,0.8,2,0.6666666667,5
A2CCGGDGZ694CT,0,0.1,0.9,3.8,0.4285714286,10
A3L51MT8QKSULJ,0,0,1,0,0,5
